user,x,y,dem,soc,dam,group,connections,x_mean,x_std,y_mean,y_std
44,60.38346656149239,7.354966764791696,41.59513431011996,88.88888888888889,33.86921666314204,1,"[(44, 25), (44, 86), (44, 58), (44, 31), (44, 81), (44, 118), (44, 32), (44, 116), (44, 27), (44, 89), (44, 49), (44, 61), (44, 30), (44, 34), (44, 91), (44, 35), (44, 110), (44, 29), (44, 92), (44, 114), (44, 120), (44, 96), (44, 93), (44, 65), (44, 94), (44, 66), (44, 95), (44, 11), (44, 80), (44, 106), (44, 40), (44, 68), (44, 97), (44, 36), (44, 69), (44, 42), (44, 70), (44, 43), (44, 71), (44, 64), (44, 100), (44, 46), (44, 72), (44, 101), (44, 73), (44, 88), (44, 117), (44, 102), (44, 74), (44, 41), (44, 47), (44, 75), (44, 104), (44, 76), (44, 98), (44, 105), (44, 121), (44, 77), (44, 87), (44, 28), (44, 78), (44, 51), (44, 79), (44, 52), (44, 108), (44, 23), (44, 57), (44, 53), (44, 38), (44, 39), (44, 56), (44, 54), (44, 26), (44, 55), (44, 83), (44, 112), (44, 84), (44, 113), (44, 85), (44, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
45,60.33249720173954,4.948568986850292,59.087492371896666,77.77777777777779,32.640533094294916,1,"[(45, 86), (45, 114), (45, 87), (45, 59), (45, 118), (45, 88), (45, 60), (45, 11), (45, 89), (45, 117), (45, 30), (45, 34), (45, 26), (45, 93), (45, 91), (45, 110), (45, 36), (45, 58), (45, 120), (45, 37), (45, 97), (45, 65), (45, 94), (45, 122), (45, 31), (45, 67), (45, 96), (45, 81), (45, 68), (45, 111), (45, 41), (45, 69), (45, 42), (45, 33), (45, 73), (45, 43), (45, 61), (45, 71), (45, 72), (45, 101), (45, 35), (45, 46), (45, 74), (45, 47), (45, 75), (45, 104), (45, 84), (45, 76), (45, 98), (45, 77), (45, 50), (45, 95), (45, 51), (45, 79), (45, 108), (45, 52), (45, 23), (45, 38), (45, 25), (45, 56), (45, 54), (45, 39), (45, 82), (45, 55), (45, 66), (45, 112), (45, 28), (45, 57), (45, 85), (45, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
46,60.3389649862767,5.4218890969778295,21.67387580367235,88.88888888888889,32.880427041627264,1,"[(46, 86), (46, 114), (46, 31), (46, 81), (46, 118), (46, 88), (46, 100), (46, 116), (46, 67), (46, 33), (46, 49), (46, 117), (46, 30), (46, 34), (46, 35), (46, 91), (46, 110), (46, 36), (46, 58), (46, 120), (46, 37), (46, 97), (46, 65), (46, 28), (46, 94), (46, 66), (46, 60), (46, 39), (46, 11), (46, 80), (46, 96), (46, 68), (46, 55), (46, 41), (46, 92), (46, 69), (46, 42), (46, 70), (46, 43), (46, 61), (46, 71), (46, 44), (46, 45), (46, 72), (46, 101), (46, 73), (46, 32), (46, 93), (46, 74), (46, 75), (46, 104), (46, 24), (46, 76), (46, 98), (46, 105), (46, 77), (46, 47), (46, 87), (46, 50), (46, 95), (46, 78), (46, 51), (46, 79), (46, 108), (46, 52), (46, 23), (46, 57), (46, 109), (46, 25), (46, 56), (46, 54), (46, 82), (46, 111), (46, 27), (46, 89), (46, 112), (46, 84), (46, 113), (46, 85), (46, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
47,60.379897428165975,4.23885224455665,36.13328189989262,71.11111111111111,32.309374836361314,1,"[(47, 30), (47, 114), (47, 25), (47, 32), (47, 60), (47, 67), (47, 33), (47, 61), (47, 86), (47, 34), (47, 118), (47, 35), (47, 54), (47, 112), (47, 36), (47, 40), (47, 37), (47, 97), (47, 65), (47, 45), (47, 26), (47, 122), (47, 39), (47, 11), (47, 50), (47, 96), (47, 55), (47, 41), (47, 69), (47, 59), (47, 42), (47, 78), (47, 43), (47, 44), (47, 72), (47, 101), (47, 73), (47, 88), (47, 46), (47, 93), (47, 75), (47, 116), (47, 84), (47, 76), (47, 77), (47, 106), (47, 95), (47, 24), (47, 89), (47, 79), (47, 52), (47, 108), (47, 23), (47, 57), (47, 94), (47, 81), (47, 117), (47, 110), (47, 82), (47, 111), (47, 56), (47, 28), (47, 113), (47, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
48,61.20673473832415,19.012670313691295,89.9817668398613,12.222222222222221,40.10970252600772,3,"[(48, 8), (48, 107), (48, 115), (48, 62), (48, 242), (48, 103), (48, 83), (48, 178), (48, 63), (48, 99), (48, 253)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
49,60.0624778088245,11.279344580163114,44.156521021576616,83.33333333333334,35.670911194493804,1,"[(49, 39), (49, 114), (49, 31), (49, 97), (49, 115), (49, 88), (49, 44), (49, 116), (49, 117), (49, 30), (49, 90), (49, 62), (49, 35), (49, 63), (49, 36), (49, 58), (49, 64), (49, 40), (49, 93), (49, 119), (49, 65), (49, 38), (49, 122), (49, 95), (49, 96), (49, 81), (49, 68), (49, 41), (49, 92), (49, 69), (49, 59), (49, 42), (49, 24), (49, 91), (49, 99), (49, 83), (49, 120), (49, 100), (49, 46), (49, 72), (49, 101), (49, 82), (49, 73), (49, 102), (49, 85), (49, 103), (49, 26), (49, 104), (49, 66), (49, 98), (49, 105), (49, 121), (49, 245), (49, 50), (49, 78), (49, 107), (49, 79), (49, 52), (49, 108), (49, 80), (49, 57), (49, 53), (49, 94), (49, 25), (49, 43), (49, 23), (49, 111), (49, 27), (49, 234), (49, 112), (49, 28), (49, 71), (49, 113), (49, 29), (49, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
50,59.66319076469487,9.116056769253296,96.34127570482893,88.88888888888889,34.38962376697408,1,"[(50, 30), (50, 58), (50, 31), (50, 59), (50, 88), (50, 116), (50, 105), (50, 117), (50, 86), (50, 90), (50, 118), (50, 91), (50, 51), (50, 119), (50, 92), (50, 114), (50, 120), (50, 96), (50, 93), (50, 63), (50, 65), (50, 101), (50, 38), (50, 122), (50, 39), (50, 67), (50, 106), (50, 40), (50, 73), (50, 68), (50, 55), (50, 41), (50, 36), (50, 69), (50, 42), (50, 70), (50, 43), (50, 71), (50, 64), (50, 100), (50, 102), (50, 72), (50, 45), (50, 82), (50, 35), (50, 46), (50, 74), (50, 47), (50, 75), (50, 66), (50, 76), (50, 98), (50, 49), (50, 121), (50, 28), (50, 78), (50, 107), (50, 79), (50, 108), (50, 52), (50, 83), (50, 80), (50, 57), (50, 53), (50, 94), (50, 25), (50, 56), (50, 54), (50, 26), (50, 111), (50, 23), (50, 27), (50, 85), (50, 234), (50, 112), (50, 24), (50, 113), (50, 109), (50, 29), (50, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
51,61.19195232956928,4.377445164473745,29.023127252712012,75.55555555555556,32.784698747021515,1,"[(51, 25), (51, 30), (51, 87), (51, 59), (51, 118), (51, 32), (51, 116), (51, 67), (51, 89), (51, 61), (51, 86), (51, 34), (51, 91), (51, 35), (51, 110), (51, 112), (51, 36), (51, 120), (51, 37), (51, 65), (51, 45), (51, 94), (51, 122), (51, 31), (51, 11), (51, 80), (51, 50), (51, 40), (51, 41), (51, 111), (51, 97), (51, 69), (51, 42), (51, 70), (51, 43), (51, 71), (51, 44), (51, 101), (51, 73), (51, 46), (51, 75), (51, 26), (51, 104), (51, 60), (51, 76), (51, 98), (51, 105), (51, 77), (51, 28), (51, 95), (51, 78), (51, 79), (51, 68), (51, 39), (51, 52), (51, 23), (51, 57), (51, 84), (51, 38), (51, 81), (51, 117), (51, 54), (51, 82), (51, 55), (51, 56), (51, 108), (51, 113), (51, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
52,60.65062962447576,6.683938174468619,33.418671009883184,97.77777777777777,33.66728389947219,1,"[(52, 39), (52, 58), (52, 59), (52, 60), (52, 61), (52, 64), (52, 40), (52, 65), (52, 67), (52, 68), (52, 69), (52, 41), (52, 70), (52, 71), (52, 72), (52, 73), (52, 74), (52, 75), (52, 76), (52, 98), (52, 77), (52, 78), (52, 79), (52, 80), (52, 81), (52, 26), (52, 83), (52, 28), (52, 29), (52, 86), (52, 87), (52, 23), (52, 88), (52, 44), (52, 89), (52, 34), (52, 91), (52, 92), (52, 93), (52, 45), (52, 38), (52, 95), (52, 96), (52, 97), (52, 42), (52, 43), (52, 27), (52, 100), (52, 46), (52, 101), (52, 102), (52, 47), (52, 104), (52, 84), (52, 105), (52, 106), (52, 51), (52, 108), (52, 53), (52, 54), (52, 111), (52, 85), (52, 56), (52, 113), (52, 25), (52, 114), (52, 116), (52, 11), (52, 49), (52, 117), (52, 30), (52, 118), (52, 119), (52, 121), (52, 122), (52, 31), (52, 50), (52, 32), (52, 33), (52, 109), (52, 90), (52, 110), (52, 36), (52, 82), (52, 37), (52, 112), (52, 57), (52, 94)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
53,60.766868691233164,11.784710514471833,94.23101569308041,77.77777777777779,36.2757896028525,1,"[(53, 90), (53, 25), (53, 86), (53, 114), (53, 31), (53, 59), (53, 62), (53, 44), (53, 116), (53, 33), (53, 117), (53, 30), (53, 258), (53, 91), (53, 35), (53, 63), (53, 92), (53, 58), (53, 64), (53, 40), (53, 93), (53, 65), (53, 94), (53, 66), (53, 39), (53, 67), (53, 96), (53, 68), (53, 97), (53, 69), (53, 41), (53, 70), (53, 99), (53, 27), (53, 120), (53, 100), (53, 72), (53, 101), (53, 82), (53, 73), (53, 102), (53, 242), (53, 103), (53, 112), (53, 104), (53, 76), (53, 98), (53, 49), (53, 121), (53, 50), (53, 79), (53, 108), (53, 52), (53, 80), (53, 57), (53, 109), (53, 81), (53, 56), (53, 110), (53, 26), (53, 111), (53, 23), (53, 83), (53, 122), (53, 43), (53, 28), (53, 74), (53, 113), (53, 85), (53, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
54,59.39189608049366,3.8014131826141044,33.322988618414094,76.66666666666667,31.596654631553882,1,"[(54, 86), (54, 114), (54, 31), (54, 52), (54, 25), (54, 118), (54, 88), (54, 60), (54, 67), (54, 89), (54, 61), (54, 30), (54, 34), (54, 91), (54, 35), (54, 36), (54, 40), (54, 37), (54, 97), (54, 65), (54, 101), (54, 94), (54, 122), (54, 95), (54, 28), (54, 11), (54, 50), (54, 96), (54, 68), (54, 55), (54, 41), (54, 69), (54, 59), (54, 42), (54, 33), (54, 70), (54, 43), (54, 71), (54, 44), (54, 72), (54, 45), (54, 32), (54, 46), (54, 93), (54, 47), (54, 75), (54, 104), (54, 116), (54, 76), (54, 77), (54, 87), (54, 106), (54, 78), (54, 51), (54, 79), (54, 39), (54, 26), (54, 80), (54, 57), (54, 38), (54, 81), (54, 117), (54, 110), (54, 23), (54, 111), (54, 112), (54, 84), (54, 113), (54, 24)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
55,60.12380776409883,3.7541864812914936,68.77196206759174,70.0,31.93899712269516,1,"[(55, 30), (55, 114), (55, 31), (55, 81), (55, 32), (55, 116), (55, 67), (55, 33), (55, 117), (55, 86), (55, 56), (55, 34), (55, 118), (55, 91), (55, 36), (55, 23), (55, 40), (55, 93), (55, 28), (55, 38), (55, 122), (55, 87), (55, 11), (55, 96), (55, 68), (55, 41), (55, 69), (55, 97), (55, 70), (55, 43), (55, 71), (55, 44), (55, 72), (55, 45), (55, 35), (55, 88), (55, 46), (55, 37), (55, 47), (55, 75), (55, 104), (55, 60), (55, 76), (55, 42), (55, 77), (55, 50), (55, 78), (55, 51), (55, 79), (55, 39), (55, 108), (55, 80), (55, 89), (55, 94), (55, 25), (55, 61), (55, 54), (55, 82), (55, 111), (55, 112), (55, 84), (55, 113), (55, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
56,60.79093015897329,9.769457255646316,57.76779148402373,84.44444444444444,35.280193707309806,1,"[(56, 30), (56, 58), (56, 31), (56, 115), (56, 118), (56, 88), (56, 44), (56, 74), (56, 27), (56, 89), (56, 117), (56, 86), (56, 90), (56, 62), (56, 35), (56, 63), (56, 36), (56, 120), (56, 40), (56, 93), (56, 119), (56, 65), (56, 101), (56, 94), (56, 122), (56, 39), (56, 67), (56, 96), (56, 81), (56, 68), (56, 55), (56, 97), (56, 69), (56, 59), (56, 42), (56, 33), (56, 78), (56, 99), (56, 71), (56, 110), (56, 64), (56, 100), (56, 72), (56, 45), (56, 107), (56, 73), (56, 46), (56, 85), (56, 41), (56, 47), (56, 75), (56, 116), (56, 79), (56, 104), (56, 66), (56, 82), (56, 121), (56, 50), (56, 95), (56, 24), (56, 51), (56, 70), (56, 52), (56, 80), (56, 109), (56, 38), (56, 25), (56, 43), (56, 23), (56, 111), (56, 83), (56, 234), (56, 28), (56, 53), (56, 29), (56, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
57,60.6654227271036,6.603778978241775,76.3907848688963,88.88888888888889,33.63460085267269,1,"[(57, 90), (57, 86), (57, 24), (57, 58), (57, 87), (57, 81), (57, 32), (57, 44), (57, 116), (57, 11), (57, 33), (57, 105), (57, 117), (57, 30), (57, 95), (57, 118), (57, 93), (57, 35), (57, 54), (57, 29), (57, 36), (57, 114), (57, 120), (57, 40), (57, 37), (57, 119), (57, 121), (57, 101), (57, 38), (57, 66), (57, 39), (57, 31), (57, 67), (57, 50), (57, 96), (57, 68), (57, 41), (57, 69), (57, 59), (57, 97), (57, 70), (57, 71), (57, 64), (57, 100), (57, 83), (57, 45), (57, 88), (57, 46), (57, 74), (57, 47), (57, 75), (57, 104), (57, 60), (57, 76), (57, 98), (57, 49), (57, 65), (57, 77), (57, 106), (57, 78), (57, 51), (57, 79), (57, 108), (57, 52), (57, 23), (57, 109), (57, 94), (57, 25), (57, 61), (57, 110), (57, 82), (57, 111), (57, 27), (57, 122), (57, 112), (57, 28), (57, 113), (57, 53), (57, 85), (57, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
58,59.12611309478513,11.133252186699005,65.73601585488443,84.44444444444444,35.12968264074207,1,"[(58, 43), (58, 86), (58, 31), (58, 115), (58, 88), (58, 100), (58, 116), (58, 105), (58, 117), (58, 30), (58, 90), (58, 91), (58, 35), (58, 63), (58, 29), (58, 36), (58, 64), (58, 40), (58, 93), (58, 119), (58, 65), (58, 101), (58, 94), (58, 66), (58, 39), (58, 67), (58, 96), (58, 81), (58, 68), (58, 97), (58, 92), (58, 69), (58, 98), (58, 70), (58, 99), (58, 27), (58, 120), (58, 44), (58, 46), (58, 72), (58, 45), (58, 73), (58, 102), (58, 74), (58, 103), (58, 112), (58, 26), (58, 104), (58, 24), (58, 76), (58, 49), (58, 121), (58, 245), (58, 50), (58, 78), (58, 79), (58, 108), (58, 52), (58, 122), (58, 23), (58, 113), (58, 109), (58, 38), (58, 25), (58, 110), (58, 82), (58, 111), (58, 83), (58, 234), (58, 56), (58, 28), (58, 71), (58, 57), (58, 53), (58, 85), (58, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
59,61.05490720857586,9.693281700556135,66.52876767692408,86.66666666666667,35.374094454566,1,"[(59, 43), (59, 86), (59, 114), (59, 75), (59, 89), (59, 115), (59, 62), (59, 88), (59, 116), (59, 110), (59, 33), (59, 49), (59, 117), (59, 30), (59, 90), (59, 35), (59, 91), (59, 63), (59, 92), (59, 23), (59, 93), (59, 119), (59, 121), (59, 101), (59, 82), (59, 122), (59, 39), (59, 31), (59, 67), (59, 96), (59, 81), (59, 68), (59, 97), (59, 36), (59, 69), (59, 42), (59, 70), (59, 99), (59, 27), (59, 64), (59, 100), (59, 72), (59, 45), (59, 107), (59, 73), (59, 102), (59, 74), (59, 47), (59, 112), (59, 104), (59, 76), (59, 105), (59, 65), (59, 50), (59, 95), (59, 78), (59, 51), (59, 79), (59, 52), (59, 108), (59, 83), (59, 80), (59, 109), (59, 94), (59, 25), (59, 38), (59, 54), (59, 26), (59, 111), (59, 85), (59, 66), (59, 56), (59, 28), (59, 71), (59, 57), (59, 53), (59, 29), (59, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
60,61.78434136878939,1.05010390191371,48.515322616687605,36.666666666666664,31.41722263535155,1,"[(60, 114), (60, 87), (60, 32), (60, 116), (60, 89), (60, 61), (60, 118), (60, 35), (60, 54), (60, 37), (60, 38), (60, 122), (60, 11), (60, 97), (60, 42), (60, 70), (60, 45), (60, 88), (60, 46), (60, 47), (60, 75), (60, 24), (60, 76), (60, 77), (60, 106), (60, 78), (60, 51), (60, 52), (60, 110), (60, 82), (60, 55), (60, 84), (60, 57)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
61,59.83746721649803,1.957512482821441,99.64225084134968,43.333333333333336,30.897489849659735,1,"[(61, 30), (61, 114), (61, 87), (61, 32), (61, 60), (61, 118), (61, 110), (61, 37), (61, 38), (61, 122), (61, 31), (61, 11), (61, 68), (61, 55), (61, 97), (61, 42), (61, 70), (61, 43), (61, 44), (61, 45), (61, 46), (61, 47), (61, 75), (61, 24), (61, 77), (61, 106), (61, 78), (61, 51), (61, 79), (61, 52), (61, 26), (61, 23), (61, 94), (61, 54), (61, 82), (61, 111), (61, 84), (61, 57), (61, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
62,61.936616659014206,13.240828978198575,43.131819319960584,63.33333333333333,37.58872281860639,1,"[(62, 90), (62, 39), (62, 31), (62, 115), (62, 33), (62, 49), (62, 117), (62, 30), (62, 258), (62, 35), (62, 91), (62, 119), (62, 92), (62, 64), (62, 40), (62, 93), (62, 63), (62, 121), (62, 66), (62, 95), (62, 67), (62, 83), (62, 68), (62, 36), (62, 69), (62, 59), (62, 98), (62, 70), (62, 43), (62, 71), (62, 120), (62, 100), (62, 72), (62, 101), (62, 73), (62, 102), (62, 96), (62, 242), (62, 112), (62, 104), (62, 105), (62, 65), (62, 107), (62, 86), (62, 108), (62, 23), (62, 109), (62, 81), (62, 111), (62, 27), (62, 85), (62, 56), (62, 48), (62, 113), (62, 53), (62, 29), (62, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
63,61.171146779834245,13.623434160022631,24.973152661768307,65.55555555555556,37.397290469928436,1,"[(63, 25), (63, 30), (63, 58), (63, 31), (63, 115), (63, 27), (63, 33), (63, 105), (63, 86), (63, 258), (63, 62), (63, 119), (63, 92), (63, 23), (63, 96), (63, 93), (63, 65), (63, 94), (63, 66), (63, 39), (63, 67), (63, 40), (63, 41), (63, 36), (63, 69), (63, 59), (63, 98), (63, 43), (63, 71), (63, 64), (63, 100), (63, 72), (63, 101), (63, 73), (63, 102), (63, 74), (63, 34), (63, 112), (63, 48), (63, 49), (63, 121), (63, 245), (63, 50), (63, 95), (63, 107), (63, 79), (63, 108), (63, 80), (63, 53), (63, 81), (63, 120), (63, 26), (63, 111), (63, 83), (63, 85), (63, 56), (63, 113), (63, 29), (63, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
64,60.963074739689056,12.5839145403055,68.78673434301513,77.77777777777779,36.77349463999728,1,"[(64, 72), (64, 25), (64, 30), (64, 114), (64, 31), (64, 59), (64, 100), (64, 116), (64, 33), (64, 105), (64, 117), (64, 86), (64, 34), (64, 62), (64, 35), (64, 63), (64, 36), (64, 58), (64, 120), (64, 40), (64, 93), (64, 119), (64, 121), (64, 94), (64, 66), (64, 39), (64, 67), (64, 96), (64, 97), (64, 92), (64, 69), (64, 115), (64, 98), (64, 70), (64, 99), (64, 71), (64, 44), (64, 83), (64, 101), (64, 73), (64, 74), (64, 103), (64, 112), (64, 104), (64, 91), (64, 76), (64, 42), (64, 49), (64, 245), (64, 50), (64, 95), (64, 107), (64, 79), (64, 108), (64, 52), (64, 80), (64, 57), (64, 53), (64, 81), (64, 56), (64, 43), (64, 82), (64, 111), (64, 27), (64, 85), (64, 258), (64, 113), (64, 109), (64, 29), (64, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
65,61.09728866074344,9.641366589222477,36.15351012705651,91.11111111111111,35.36932762498296,1,"[(65, 43), (65, 86), (65, 58), (65, 31), (65, 81), (65, 62), (65, 88), (65, 100), (65, 116), (65, 89), (65, 49), (65, 117), (65, 30), (65, 59), (65, 90), (65, 118), (65, 35), (65, 63), (65, 112), (65, 36), (65, 114), (65, 120), (65, 40), (65, 93), (65, 119), (65, 121), (65, 45), (65, 38), (65, 122), (65, 78), (65, 39), (65, 67), (65, 96), (65, 68), (65, 41), (65, 69), (65, 115), (65, 97), (65, 33), (65, 70), (65, 99), (65, 71), (65, 44), (65, 46), (65, 72), (65, 101), (65, 51), (65, 73), (65, 102), (65, 74), (65, 54), (65, 47), (65, 75), (65, 66), (65, 76), (65, 105), (65, 50), (65, 95), (65, 24), (65, 107), (65, 79), (65, 108), (65, 52), (65, 83), (65, 80), (65, 113), (65, 53), (65, 94), (65, 25), (65, 110), (65, 82), (65, 26), (65, 111), (65, 23), (65, 27), (65, 234), (65, 56), (65, 28), (65, 57), (65, 109), (65, 85), (65, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
66,59.90028215428753,11.019169806848584,95.41713234851908,83.33333333333334,35.45972598056806,1,"[(66, 25), (66, 39), (66, 58), (66, 31), (66, 59), (66, 62), (66, 88), (66, 100), (66, 116), (66, 27), (66, 33), (66, 49), (66, 117), (66, 30), (66, 90), (66, 35), (66, 91), (66, 63), (66, 92), (66, 64), (66, 40), (66, 93), (66, 119), (66, 121), (66, 101), (66, 94), (66, 122), (66, 95), (66, 67), (66, 96), (66, 99), (66, 68), (66, 41), (66, 36), (66, 115), (66, 97), (66, 70), (66, 23), (66, 43), (66, 71), (66, 120), (66, 44), (66, 102), (66, 45), (66, 73), (66, 46), (66, 74), (66, 103), (66, 56), (66, 98), (66, 105), (66, 65), (66, 245), (66, 50), (66, 24), (66, 107), (66, 79), (66, 108), (66, 26), (66, 80), (66, 113), (66, 109), (66, 38), (66, 81), (66, 110), (66, 82), (66, 111), (66, 42), (66, 83), (66, 234), (66, 112), (66, 28), (66, 57), (66, 53), (66, 29)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
67,59.22453000423249,9.23746157470197,78.23175606736596,90.0,34.23099578946723,1,"[(67, 39), (67, 114), (67, 31), (67, 23), (67, 118), (67, 116), (67, 33), (67, 81), (67, 117), (67, 30), (67, 59), (67, 34), (67, 62), (67, 91), (67, 63), (67, 29), (67, 36), (67, 58), (67, 120), (67, 40), (67, 93), (67, 119), (67, 121), (67, 101), (67, 94), (67, 66), (67, 95), (67, 96), (67, 99), (67, 68), (67, 111), (67, 97), (67, 89), (67, 69), (67, 115), (67, 98), (67, 70), (67, 43), (67, 27), (67, 64), (67, 100), (67, 46), (67, 72), (67, 45), (67, 51), (67, 73), (67, 102), (67, 74), (67, 54), (67, 47), (67, 75), (67, 104), (67, 76), (67, 105), (67, 65), (67, 35), (67, 50), (67, 78), (67, 107), (67, 79), (67, 108), (67, 52), (67, 122), (67, 80), (67, 57), (67, 109), (67, 38), (67, 25), (67, 56), (67, 110), (67, 26), (67, 55), (67, 83), (67, 234), (67, 112), (67, 28), (67, 71), (67, 113), (67, 53), (67, 85), (67, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
68,59.24836202244104,7.591850117673018,57.182648327870176,92.22222222222223,33.42010607005703,1,"[(68, 25), (68, 30), (68, 29), (68, 58), (68, 87), (68, 59), (68, 62), (68, 88), (68, 100), (68, 116), (68, 110), (68, 89), (68, 49), (68, 61), (68, 86), (68, 90), (68, 118), (68, 93), (68, 91), (68, 119), (68, 11), (68, 36), (68, 114), (68, 23), (68, 40), (68, 37), (68, 121), (68, 101), (68, 94), (68, 66), (68, 39), (68, 31), (68, 67), (68, 106), (68, 96), (68, 111), (68, 92), (68, 42), (68, 33), (68, 78), (68, 99), (68, 71), (68, 120), (68, 44), (68, 102), (68, 72), (68, 45), (68, 82), (68, 73), (68, 46), (68, 74), (68, 75), (68, 104), (68, 76), (68, 98), (68, 105), (68, 65), (68, 77), (68, 50), (68, 95), (68, 54), (68, 51), (68, 79), (68, 108), (68, 52), (68, 80), (68, 57), (68, 109), (68, 38), (68, 81), (68, 117), (68, 43), (68, 26), (68, 55), (68, 27), (68, 122), (68, 56), (68, 234), (68, 84), (68, 113), (68, 53), (68, 85), (68, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
69,61.100152404737855,9.597360459392576,76.09551829644599,85.55555555555556,35.348756432065215,1,"[(69, 25), (69, 30), (69, 58), (69, 59), (69, 62), (69, 88), (69, 44), (69, 116), (69, 110), (69, 89), (69, 49), (69, 117), (69, 86), (69, 34), (69, 118), (69, 91), (69, 63), (69, 29), (69, 36), (69, 114), (69, 120), (69, 96), (69, 93), (69, 65), (69, 94), (69, 234), (69, 39), (69, 67), (69, 40), (69, 99), (69, 111), (69, 97), (69, 92), (69, 115), (69, 98), (69, 33), (69, 70), (69, 43), (69, 64), (69, 100), (69, 102), (69, 72), (69, 45), (69, 107), (69, 73), (69, 46), (69, 74), (69, 47), (69, 112), (69, 26), (69, 76), (69, 42), (69, 105), (69, 121), (69, 35), (69, 50), (69, 95), (69, 51), (69, 79), (69, 52), (69, 108), (69, 75), (69, 80), (69, 113), (69, 109), (69, 81), (69, 54), (69, 82), (69, 55), (69, 23), (69, 83), (69, 56), (69, 28), (69, 57), (69, 53), (69, 85), (69, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
70,60.810186513011324,7.075103430975874,54.64130367291078,90.0,33.9426449719936,1,"[(70, 25), (70, 86), (70, 58), (70, 87), (70, 59), (70, 62), (70, 88), (70, 100), (70, 116), (70, 11), (70, 61), (70, 30), (70, 34), (70, 118), (70, 91), (70, 110), (70, 36), (70, 23), (70, 96), (70, 93), (70, 119), (70, 65), (70, 38), (70, 66), (70, 60), (70, 39), (70, 31), (70, 67), (70, 106), (70, 40), (70, 111), (70, 97), (70, 92), (70, 69), (70, 78), (70, 43), (70, 120), (70, 44), (70, 102), (70, 72), (70, 101), (70, 82), (70, 73), (70, 32), (70, 117), (70, 46), (70, 74), (70, 64), (70, 75), (70, 104), (70, 84), (70, 76), (70, 37), (70, 105), (70, 121), (70, 77), (70, 35), (70, 50), (70, 95), (70, 24), (70, 51), (70, 79), (70, 52), (70, 108), (70, 80), (70, 57), (70, 109), (70, 94), (70, 81), (70, 56), (70, 54), (70, 26), (70, 55), (70, 85), (70, 122), (70, 112), (70, 28), (70, 113), (70, 53), (70, 29), (70, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
71,60.97420592886257,9.266578647709173,52.065190814904504,87.77777777777777,35.12039228828587,1,"[(71, 30), (71, 58), (71, 31), (71, 81), (71, 88), (71, 100), (71, 116), (71, 89), (71, 117), (71, 86), (71, 59), (71, 258), (71, 62), (71, 35), (71, 119), (71, 112), (71, 92), (71, 114), (71, 120), (71, 93), (71, 63), (71, 65), (71, 101), (71, 94), (71, 66), (71, 95), (71, 67), (71, 98), (71, 106), (71, 96), (71, 68), (71, 55), (71, 97), (71, 36), (71, 115), (71, 41), (71, 43), (71, 27), (71, 64), (71, 44), (71, 102), (71, 45), (71, 82), (71, 73), (71, 46), (71, 74), (71, 54), (71, 56), (71, 104), (71, 76), (71, 42), (71, 49), (71, 121), (71, 50), (71, 78), (71, 51), (71, 79), (71, 52), (71, 108), (71, 75), (71, 23), (71, 113), (71, 109), (71, 38), (71, 25), (71, 99), (71, 39), (71, 26), (71, 111), (71, 83), (71, 85), (71, 234), (71, 91), (71, 80), (71, 28), (71, 57), (71, 122), (71, 29), (71, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
