node,x,y,res_val,connections,cluster_num
172,0.8925716722255221,-0.18087885711309526,0.13935509465307494,"[(172, 937), (172, 464), (172, 373), (172, 86), (172, 249), (172, 796), (172, 925), (172, 510)]",2
173,-0.20784586719635834,0.29329039038315563,0.035480322386900465,"[(173, 544), (173, 835), (173, 581), (173, 842), (173, 332), (173, 877), (173, 878), (173, 657), (173, 634), (173, 606)]",2
174,0.5834968932681772,0.30061543773665234,0.2159593279660749,"[(174, 689), (174, 782), (174, 140), (174, 677), (174, 502)]",3
175,0.8185032604496016,0.22058574133111764,0.01976280729709959,"[(175, 385), (175, 549), (175, 518), (175, 711), (175, 392), (175, 557), (175, 80), (175, 466), (175, 150), (175, 442), (175, 540), (175, 351)]",2
176,0.021806831019183237,0.36945197262208174,0.16783659152669225,"[(176, 257), (176, 872), (176, 233), (176, 939), (176, 243), (176, 629), (176, 856), (176, 729)]",4
177,-0.9037391457978965,0.9207747515952001,0.15553797097271227,"[(177, 160), (177, 640), (177, 962), (177, 763)]",1
178,-0.7726678450830642,0.7606722582681977,0.02890463006383981,"[(178, 400), (178, 710), (178, 682), (178, 78), (178, 815), (178, 48), (178, 338), (178, 470)]",3
179,-0.1824071189123473,0.01446492195924387,0.13143828128803772,"[(179, 482), (179, 965), (179, 967), (179, 521), (179, 685), (179, 604), (179, 190), (179, 191)]",2
180,0.3537024549552683,0.4544601130401835,0.07913811663831144,"[(180, 780), (180, 137), (180, 940), (180, 236), (180, 278), (180, 777), (180, 893)]",4
181,-0.7483669212964505,0.5068954789668159,0.03761992959974181,"[(181, 483), (181, 164), (181, 390), (181, 586), (181, 975), (181, 274), (181, 725), (181, 89), (181, 90), (181, 603), (181, 350)]",2
182,0.1885113362505062,0.7053456301635024,0.20273350419895197,"[(182, 512), (182, 576), (182, 356), (182, 907), (182, 87), (182, 154), (182, 348), (182, 701), (182, 768), (182, 639)]",1
183,0.5934116816367878,0.7237929341961906,0.07898947289335798,"[(183, 899), (183, 6), (183, 999), (183, 556), (183, 686), (183, 349), (183, 50), (183, 157), (183, 574)]",1
184,0.7911627934082182,-0.7233012650209818,0.14338431114039316,"[(184, 194), (184, 3), (184, 260), (184, 524), (184, 579), (184, 307), (184, 503), (184, 570), (184, 735), (184, 286), (184, 479)]",1
185,0.8904434529635266,0.4360506894329872,0.034012283494758794,"[(185, 912), (185, 45), (185, 110), (185, 336), (185, 146), (185, 942), (185, 857), (185, 730), (185, 828)]",1
186,0.5093204088200545,-0.7635532134378902,0.08539529557488679,"[(186, 963), (186, 261), (186, 774), (186, 301), (186, 820), (186, 218), (186, 124)]",4
187,-0.22550139744721265,0.9827373087314295,0.24401040602197074,"[(187, 2), (187, 805), (187, 646), (187, 40), (187, 15), (187, 886), (187, 504)]",4
188,0.7398598287392437,-0.004111085219205446,0.1117455671236568,"[(188, 992), (188, 769), (188, 386), (188, 775), (188, 489), (188, 460), (188, 308), (188, 765), (188, 831)]",2
189,-0.4286832485517196,0.8315170451921339,0.12390174689209368,"[(189, 611), (189, 228), (189, 394), (189, 619), (189, 107), (189, 791)]",2
190,-0.23238636468793583,0.08586285175333197,0.21716943509335074,"[(190, 521), (190, 179), (190, 604), (190, 967)]",3
191,-0.1541751430027709,6.75444490223498e-05,0.1795965780662233,"[(191, 65), (191, 482), (191, 965), (191, 298), (191, 685), (191, 179), (191, 604)]",3
192,-0.39983019779720985,0.4095736237659715,0.2017137269000053,"[(192, 930), (192, 905), (192, 908), (192, 144), (192, 978), (192, 159), (192, 607)]",3
193,-0.0013954036637799927,-0.5087073247660927,0.003108752824165978,"[(193, 322), (193, 365), (193, 46), (193, 845), (193, 691), (193, 121), (193, 979)]",1
194,0.7902764357492904,-0.7863315301399425,0.04423880714290529,"[(194, 481), (194, 898), (194, 3), (194, 260), (194, 784), (194, 579), (194, 307), (194, 184), (194, 735), (194, 479)]",2
195,0.7170942057126755,0.28099672624408134,0.09522527715666873,"[(195, 392), (195, 442), (195, 756), (195, 706)]",1
196,0.19791131459332556,-0.13858284688754074,0.18075337963596172,"[(196, 720), (196, 427), (196, 773), (196, 391)]",1
197,0.715176141732295,-0.9734117590578213,0.11964743158438637,"[(197, 709), (197, 618), (197, 13), (197, 402), (197, 212), (197, 923)]",3
198,0.09549919901198578,-0.9683899055022942,0.22826661286630137,"[(198, 361), (198, 562), (198, 267), (198, 772)]",1
199,-0.6787106103227467,0.064004903220098,0.20705644598304457,"[(199, 737), (199, 732), (199, 101), (199, 329), (199, 910), (199, 116), (199, 248), (199, 668), (199, 573)]",2
200,0.10852081840874339,0.008519515958723023,0.12813656393111122,"[(200, 545), (200, 773), (200, 358), (200, 551), (200, 235), (200, 434), (200, 627), (200, 21), (200, 92), (200, 929)]",1
201,0.2752311272550052,0.11970782472684394,0.0663809100776653,"[(201, 961), (201, 167), (201, 23)]",2
202,0.3030564593725098,-0.9783131864027439,0.022854980002065428,"[(202, 683), (202, 628), (202, 246), (202, 568), (202, 58), (202, 764), (202, 382)]",4
203,0.506017248696992,-0.3225584545861806,0.025935527637528294,"[(203, 419), (203, 39), (203, 880), (203, 693), (203, 276), (203, 661), (203, 412), (203, 533)]",2
204,-0.5745166814348719,0.8375921957948047,0.15395372767704152,"[(204, 994), (204, 491), (204, 107), (204, 619), (204, 404), (204, 245), (204, 441), (204, 283), (204, 991)]",4
205,0.6978028813857993,-0.6229471776305329,0.1683987406325718,"[(205, 3), (205, 503), (205, 524), (205, 368), (205, 81), (205, 307), (205, 479), (205, 247), (205, 91), (205, 286), (205, 255)]",1
206,-0.9940986758753587,-0.9043835192551191,0.16458927544485805,"[(206, 32), (206, 57), (206, 746), (206, 413), (206, 993)]",4
207,-0.12205497567633272,0.39763307288133265,0.052780436863876234,"[(207, 896), (207, 548), (207, 8), (207, 629), (207, 250), (207, 606)]",2
208,-0.7896228557032843,-0.21430375657879486,0.07001802593300996,"[(208, 485), (208, 550), (208, 145), (208, 467), (208, 572), (208, 253)]",4
209,0.5479552874379352,-0.9198251644769424,0.08344374220021042,"[(209, 377), (209, 948), (209, 364), (209, 525)]",1
210,0.7950099289872152,0.7968258420896,0.12448174149495508,"[(210, 834), (210, 707), (210, 100), (210, 882), (210, 727), (210, 866), (210, 79), (210, 904), (210, 818), (210, 535), (210, 858), (210, 379), (210, 445)]",3
211,0.9646969919970039,0.02364527852125642,0.07542951230999309,"[(211, 305), (211, 138), (211, 372), (211, 462), (211, 422)]",1
212,0.699043731547939,-0.9695453042285573,0.13291311595474564,"[(212, 709), (212, 262), (212, 13), (212, 945), (212, 402), (212, 923), (212, 197)]",2
213,-0.7637249258617136,-0.790369186945387,0.13955146514639225,"[(213, 226), (213, 388), (213, 997), (213, 232), (213, 290), (213, 813), (213, 612), (213, 292), (213, 282), (213, 702)]",3
214,0.28616796259692956,-0.5221657188887088,0.21339207813492977,"[(214, 161), (214, 490), (214, 363), (214, 437), (214, 650), (214, 511)]",3
215,-0.4450761346961434,0.6149822063341162,0.03801957096253544,"[(215, 234), (215, 492), (215, 538), (215, 879)]",4
216,0.6591225039615962,0.405430073021642,0.22432294356355018,"[(216, 672), (216, 897), (216, 706), (216, 964), (216, 104), (216, 73), (216, 140), (216, 589), (216, 840), (216, 17), (216, 946), (216, 566), (216, 440), (216, 890), (216, 986)]",3
217,-0.7233406358231504,-0.42197018223058724,0.12103330878226157,"[(217, 410), (217, 555), (217, 854), (217, 542)]",3
218,0.562447923234267,-0.7496885294340307,0.06852227847067854,"[(218, 186), (218, 963), (218, 820), (218, 774)]",2
219,-0.05162812260871563,-0.337775220127162,0.06827606861683988,"[(219, 864), (219, 451), (219, 932), (219, 680), (219, 426), (219, 428), (219, 269), (219, 158), (219, 414), (219, 950), (219, 984), (219, 826), (219, 733), (219, 222), (219, 53)]",4
220,0.4844890389344352,0.5602264289657297,0.2304800437774801,"[(220, 867), (220, 838), (220, 552), (220, 397), (220, 271), (220, 432), (220, 601), (220, 383)]",3
221,-0.1898828873213192,-0.5585807880983082,0.18514959164924735,"[(221, 450), (221, 742), (221, 263), (221, 776), (221, 839), (221, 690), (221, 595), (221, 951), (221, 471), (221, 698)]",3
222,-0.05618979041263894,-0.332938273632567,0.11898955441052905,"[(222, 864), (222, 451), (222, 804), (222, 680), (222, 426), (222, 428), (222, 269), (222, 158), (222, 53), (222, 950), (222, 984), (222, 932), (222, 826), (222, 219), (222, 733), (222, 414)]",4
223,-0.5399597367980764,0.07232984968907319,0.12529914126673308,"[(223, 224), (223, 101), (223, 808), (223, 297), (223, 311), (223, 567), (223, 983), (223, 530), (223, 116), (223, 846), (223, 438), (223, 329), (223, 444)]",1
224,-0.5351633875470045,0.03371087179387233,0.03434693798241528,"[(224, 387), (224, 101), (224, 808), (224, 329), (224, 983), (224, 530), (224, 116), (224, 438), (224, 311), (224, 444), (224, 223)]",3
225,0.3907658455349985,-0.16287351701377784,0.036864179085493776,"[(225, 289), (225, 486), (225, 647), (225, 809), (225, 938), (225, 848), (225, 969), (225, 757), (225, 393)]",3
226,-0.757035219489405,-0.6995151539631055,0.15815025631595123,"[(226, 290), (226, 388), (226, 997), (226, 232), (226, 496), (226, 213), (226, 54), (226, 699)]",1
227,0.7235451206453207,-0.29567897574618596,0.17136890711665045,"[(227, 761), (227, 770)]",2
228,-0.43945579134995927,0.9002473490247771,0.20872891531003404,"[(228, 611), (228, 619), (228, 107), (228, 189)]",3
229,0.9440734002187543,-0.8092200779180914,0.024740380775175402,"[(229, 130), (229, 452), (229, 389), (229, 591), (229, 403), (229, 632)]",1
230,-0.6775031440747341,-0.1706870844044066,0.077314852668875,"[(230, 1), (230, 868), (230, 453), (230, 681), (230, 927), (230, 485), (230, 76), (230, 302), (230, 467), (230, 853), (230, 901), (230, 575), (230, 63)]",3
231,-0.4925883122710273,0.21615866049131727,0.16140562482250584,"[(231, 297), (231, 846), (231, 561), (231, 626), (231, 567), (231, 633), (231, 444), (231, 127)]",4
232,-0.7004217510893767,-0.7219868538505994,0.2227176461638938,"[(232, 226), (232, 612), (232, 997), (232, 366), (232, 213), (232, 54), (232, 388), (232, 702)]",2
233,-0.013263460184430809,0.2836998648668083,0.01960039318279469,"[(233, 257), (233, 417), (233, 872), (233, 939), (233, 176), (233, 721), (233, 84), (233, 856), (233, 794), (233, 731)]",1
234,-0.3871885775456252,0.6576757047379265,0.14025543265484894,"[(234, 492), (234, 879), (234, 340), (234, 621), (234, 215)]",3
235,0.09695679120119127,0.07844912878455412,0.15418783397393532,"[(235, 929), (235, 551), (235, 200), (235, 906), (235, 434), (235, 758), (235, 344), (235, 92)]",4
236,0.39490050800104437,0.42689012639509216,0.02731470377928688,"[(236, 137), (236, 940), (236, 780), (236, 180), (236, 278), (236, 777), (236, 893)]",3
237,-0.07064656734486752,0.18045436207464793,0.1828497471955431,"[(237, 581), (237, 678), (237, 362), (237, 332), (237, 721), (237, 275), (237, 84), (237, 407), (237, 731)]",2
238,-0.6249842350231747,-0.795550728793865,0.052485340802131714,"[(238, 388), (238, 425), (238, 825), (238, 366), (238, 469), (238, 745), (238, 612), (238, 956)]",1
239,-0.2965418014022867,-0.542443191412028,0.006117409362953796,"[(239, 98), (239, 934), (239, 38), (239, 457), (239, 642), (239, 595), (239, 918), (239, 951)]",2
240,0.13371812039981723,0.9958139528348244,0.12091262881476603,"[(240, 163), (240, 933), (240, 70), (240, 328), (240, 812), (240, 108), (240, 653), (240, 786)]",3
241,0.14465004236065226,0.5440716729559594,0.08744478781825177,"[(241, 320), (241, 907), (241, 109), (241, 468), (241, 789), (241, 793), (241, 860)]",2
242,-0.7253172236764702,-0.8848283071452343,0.18032323847463527,"[(242, 728), (242, 577), (242, 547), (242, 292), (242, 702)]",2
243,0.10303252668858365,0.3427222313287135,0.018331295173264872,"[(243, 176), (243, 257), (243, 644), (243, 824), (243, 729)]",2
244,0.0698311590614269,-0.6420360669663145,0.18700507074949116,"[(244, 480), (244, 704), (244, 484), (244, 334), (244, 367), (244, 272), (244, 691), (244, 148), (244, 119), (244, 463), (244, 61), (244, 979), (244, 447)]",4
245,-0.6381780619468131,0.7716778800794442,0.18001996425839006,"[(245, 994), (245, 710), (245, 491), (245, 204), (245, 815), (245, 404), (245, 118), (245, 283), (245, 991)]",1
246,0.26253945739645723,-0.9783031354318941,0.07919376131845332,"[(246, 519), (246, 202), (246, 683), (246, 568), (246, 58), (246, 382)]",3
247,0.699954278967285,-0.6112687148179532,0.12227001564868961,"[(247, 524), (247, 205), (247, 368), (247, 81), (247, 503), (247, 91), (247, 286), (247, 255)]",4
248,-0.7352349472017008,0.10205385570358017,0.17559322505964942,"[(248, 737), (248, 199), (248, 668), (248, 910), (248, 694), (248, 666), (248, 732)]",2
249,0.9024153963866781,-0.09175764012426613,0.09000376025309803,"[(249, 609), (249, 36), (249, 422), (249, 172), (249, 781), (249, 462), (249, 464), (249, 373), (249, 796)]",2
250,-0.08004994465837556,0.48576830334183896,0.25764088097790505,"[(250, 8), (250, 655), (250, 629), (250, 919), (250, 24), (250, 207), (250, 117)]",3
251,-0.4353597658734414,0.007452852764177065,0.40897252457215794,"[(251, 387), (251, 102), (251, 679), (251, 399), (251, 530), (251, 309), (251, 827), (251, 989)]",1
252,-0.3393164013017549,-0.7019654045485282,0.36632323845297643,"[(252, 513), (252, 354), (252, 515), (252, 38), (252, 330), (252, 642), (252, 558), (252, 565), (252, 918), (252, 855), (252, 476)]",3
253,-0.7600902383801247,-0.2767712990516855,0.33638014748495726,"[(253, 453), (253, 550), (253, 753), (253, 208), (253, 337), (253, 959)]",1
254,-0.3977422889615658,-0.9536727485670853,0.47843140371852333,"[(254, 801), (254, 299), (254, 814), (254, 304), (254, 630), (254, 319), (254, 894), (254, 703)]",2
255,0.6482716337857104,-0.6209974232174298,0.3272821810758455,"[(255, 368), (255, 91), (255, 205), (255, 247)]",3
256,-0.3053931497582547,0.46056840782507846,0.3589194105263048,"[(256, 560), (256, 930), (256, 424), (256, 905), (256, 908), (256, 144), (256, 381)]",1
257,0.040262693203543476,0.301052961446052,0.3470124674378102,"[(257, 417), (257, 644), (257, 872), (257, 233), (257, 939), (257, 176), (257, 243), (257, 856), (257, 794)]",2
258,0.4073589515328697,-0.48445862613642166,0.25868257830011376,"[(258, 288), (258, 832), (258, 650), (258, 684), (258, 77), (258, 437), (258, 347), (258, 30)]",3
259,-0.38105429542482483,-0.4746371962489808,0.2928621558155182,"[(259, 98), (259, 457), (259, 418), (259, 594), (259, 787), (259, 926)]",3
260,0.839938376574034,-0.7370198375291166,0.35162826824178073,"[(260, 194), (260, 579), (260, 898), (260, 494), (260, 591), (260, 784), (260, 307), (260, 503), (260, 184), (260, 570), (260, 735)]",2
261,0.4114898660342692,-0.7722457515841639,0.3168610595743212,"[(261, 301), (261, 335), (261, 752), (261, 186), (261, 124), (261, 314)]",2
262,0.6783980348965746,-0.8754270177114456,0.48170255039955645,"[(262, 771), (262, 709), (262, 13), (262, 945), (262, 402), (262, 212)]",2
263,-0.21039355806024362,-0.47315294413300224,0.46971255950484647,"[(263, 776), (263, 457), (263, 951), (263, 595), (263, 471), (263, 56), (263, 953), (263, 698), (263, 221)]",4
264,-0.10213743682238641,0.7187639383809974,0.4681836944324672,"[(264, 128), (264, 995), (264, 616), (264, 623), (264, 501), (264, 543)]",3
265,0.5453737366822569,-0.49777862370050663,0.32243217066284446,"[(265, 288), (265, 347), (265, 69), (265, 134), (265, 103)]",2
266,-0.5679655627029405,-0.4606050403826589,0.41988614432413884,"[(266, 280), (266, 522), (266, 594), (266, 854), (266, 837)]",4
267,0.05848073666872189,-0.9653484179688743,0.43754710654670625,"[(267, 772), (267, 198), (267, 135), (267, 361), (267, 977), (267, 562)]",4
268,0.0987557052911292,-0.8662763014248263,0.4559453754638869,"[(268, 361), (268, 772), (268, 958)]",3
269,-0.10049298555644848,-0.2684544345426003,0.26716847156009016,"[(269, 610), (269, 804), (269, 950), (269, 426), (269, 428), (269, 974), (269, 53), (269, 662), (269, 219), (269, 733), (269, 222)]",2
270,0.6547058812102096,-0.39764998664278517,0.32687192448880914,"[(270, 770), (270, 747), (270, 971), (270, 811), (270, 74), (270, 523), (270, 590), (270, 880), (270, 693), (270, 376), (270, 859)]",4
271,0.4420113665835683,0.521436506593008,0.39832633481310054,"[(271, 220), (271, 383)]",3
272,0.09346715812079665,-0.6757772793215371,0.3388419905871205,"[(272, 480), (272, 891), (272, 484), (272, 334), (272, 367), (272, 244), (272, 463), (272, 119), (272, 148), (272, 447), (272, 61), (272, 31)]",1
273,0.2524722916035069,0.36050282544183765,0.4490265465935853,"[(273, 384), (273, 37), (273, 780), (273, 596), (273, 598), (273, 988)]",1
274,-0.7094928926495501,0.4971877494727197,0.49543789957669876,"[(274, 483), (274, 164), (274, 390), (274, 586), (274, 975), (274, 181), (274, 569), (274, 90), (274, 603), (274, 350), (274, 725)]",2
275,-0.030087367419153965,0.09339338405635345,0.2858835778698866,"[(275, 65), (275, 362), (275, 237), (275, 758), (275, 407)]",2
276,0.5328040551666011,-0.3370245560051417,0.45982942191789755,"[(276, 39), (276, 203), (276, 533), (276, 880), (276, 661), (276, 693)]",3
277,-0.9550240746033858,0.0966684797007773,0.277159816532074,"[(277, 841), (277, 718), (277, 499), (277, 944), (277, 369), (277, 339), (277, 343), (277, 863)]",2
278,0.4037648993519658,0.4024532798063749,0.4895671499656944,"[(278, 780), (278, 137), (278, 940), (278, 180), (278, 236), (278, 893)]",4
279,-0.5008493243385068,0.3677669580044203,0.3424999346973843,"[(279, 978), (279, 607), (279, 127)]",3
280,-0.6139315644002175,-0.5019295374962509,0.29353341920479636,"[(280, 266), (280, 522), (280, 854), (280, 837)]",2
281,0.2784015514467584,0.997138898423721,0.42654135786929714,"[(281, 352), (281, 416), (281, 35), (281, 622), (281, 625), (281, 638)]",1
282,-0.8130433891291278,-0.7842795563928353,0.4144294752364416,"[(282, 290), (282, 213), (282, 702), (282, 813)]",3
283,-0.6372792374857696,0.8464582552990996,0.482436837939244,"[(283, 802), (283, 491), (283, 204), (283, 994), (283, 815), (283, 819), (283, 245), (283, 375), (283, 991)]",3
284,0.5090060285475007,0.004907882612364967,0.315806384063424,"[(284, 321), (284, 931), (284, 713), (284, 652), (284, 9), (284, 396), (284, 59)]",3
285,0.9122154992001135,-0.658143280235115,0.41350178834265483,"[(285, 579), (285, 420), (285, 587), (285, 494), (285, 303), (285, 723), (285, 759), (285, 783)]",4
286,0.7241391772575974,-0.6906557285103732,0.4654663268213797,"[(286, 3), (286, 503), (286, 524), (286, 205), (286, 368), (286, 307), (286, 247), (286, 184), (286, 570), (286, 91), (286, 735), (286, 479)]",4
287,-0.3408002528572962,-0.03739969144159372,0.3918995435561081,"[(287, 679), (287, 967), (287, 399), (287, 435), (287, 309), (287, 827), (287, 989)]",2
288,0.4635332606246283,-0.5167220566091988,0.444610341433313,"[(288, 258), (288, 69), (288, 103), (288, 584), (288, 265), (288, 724), (288, 347)]",4
289,0.3541670645460646,-0.1457435495849808,0.49978617612519394,"[(289, 225), (289, 647), (289, 393), (289, 938), (289, 141), (289, 848), (289, 757), (289, 969)]",2
290,-0.8377706799135036,-0.7266484682872718,0.38164786100695736,"[(290, 226), (290, 997), (290, 295), (290, 813), (290, 496), (290, 851), (290, 213), (290, 282), (290, 699)]",1
291,0.20468543011945273,-0.2447080334903382,0.3699614782732508,"[(291, 602), (291, 615), (291, 660), (291, 141), (291, 391)]",2
292,-0.7158575602430426,-0.8480365157309497,0.4698135013501876,"[(292, 612), (292, 366), (292, 242), (292, 213), (292, 728), (292, 388), (292, 702)]",2
293,-0.8323335451535865,0.15567454312093365,0.48022194300529547,"[(293, 718), (293, 497), (293, 339), (293, 694), (293, 985), (293, 666), (293, 668)]",4
294,-0.7952409684337496,-0.971701956871236,0.40755439314335773,"[(294, 169), (294, 51), (294, 547), (294, 577)]",3
295,-0.9034819412550146,-0.7026740223511994,0.4572469668752902,"[(295, 608), (295, 290), (295, 166), (295, 744), (295, 496), (295, 851), (295, 473), (295, 699), (295, 28)]",2
296,-0.8714008753580975,-0.5896280346510694,0.46440796980390525,"[(296, 325), (296, 744), (296, 617), (296, 459), (296, 44), (296, 883), (296, 496), (296, 881), (296, 147), (296, 980), (296, 649), (296, 851), (296, 699), (296, 29), (296, 862)]",3
297,-0.49684863496381193,0.144824443802825,0.36865125397532894,"[(297, 231), (297, 983), (297, 626), (297, 846), (297, 561), (297, 530), (297, 438), (297, 567), (297, 633), (297, 444), (297, 223)]",2
298,-0.10562527819076939,-0.05906691725304558,0.41653269731257725,"[(298, 433), (298, 411), (298, 965), (298, 585), (298, 191)]",4
299,-0.3044796325080317,-0.9681382895173414,0.38384585231509327,"[(299, 630), (299, 792), (299, 924), (299, 957), (299, 254), (299, 703)]",1
300,-0.9242599802446607,-0.9985742647748277,0.4806871094946882,"[(300, 430)]",3
301,0.4189732509310289,-0.7726042193010101,0.307120734305493,"[(301, 261), (301, 335), (301, 752), (301, 186), (301, 124), (301, 314)]",1
302,-0.6368575548121844,-0.19797327870098136,0.28936789430136356,"[(302, 1), (302, 868), (302, 453), (302, 230), (302, 76), (302, 719), (302, 753), (302, 927), (302, 901), (302, 63), (302, 575)]",1
303,0.9776822484650374,-0.6274707649620572,0.3440583926820928,"[(303, 420), (303, 587), (303, 494), (303, 783), (303, 759), (303, 285)]",4
304,-0.4913550157066817,-0.9364565224681587,0.4725641584559157,"[(304, 894), (304, 539), (304, 814), (304, 254), (304, 319)]",3
305,0.999502742242727,0.10597320867993543,0.46689483727385783,"[(305, 211), (305, 830)]",2
306,-0.6041609306157689,-0.10070874459210266,0.41078472364300733,"[(306, 641), (306, 868), (306, 808), (306, 681), (306, 76), (306, 853), (306, 575)]",1
307,0.7693702864018273,-0.6918461598069676,0.41365449393531994,"[(307, 194), (307, 3), (307, 260), (307, 524), (307, 205), (307, 368), (307, 81), (307, 579), (307, 735), (307, 503), (307, 184), (307, 570), (307, 91), (307, 286), (307, 479)]",1
308,0.7909006275394646,0.004019009744438584,0.3655828334935459,"[(308, 992), (308, 769), (308, 386), (308, 489), (308, 875), (308, 781), (308, 188), (308, 765), (308, 990)]",1
309,-0.3892779133284683,0.04238986488388741,0.49815005984188365,"[(309, 99), (309, 582), (309, 679), (309, 827), (309, 943), (309, 530), (309, 387), (309, 251), (309, 669), (309, 287)]",2
310,-0.6416763474183975,0.18869870378642606,0.32099105140400613,"[(310, 19), (310, 732), (310, 573), (310, 846), (310, 599)]",3
311,-0.5447602967760916,0.01470119314545415,0.41650422740160453,"[(311, 224), (311, 387), (311, 101), (311, 808), (311, 329), (311, 116), (311, 438), (311, 983), (311, 223)]",2
312,-0.4645692379420183,-0.6623714811389529,0.3117401925097609,"[(312, 515), (312, 41), (312, 887), (312, 754), (312, 558), (312, 498), (312, 855), (312, 541)]",2
313,-0.06110027480647373,0.8357952649445848,0.4108496970322175,"[(313, 64), (313, 128), (313, 616), (313, 623), (313, 342), (313, 443), (313, 751), (313, 93), (313, 543)]",1
314,0.3897769542747602,-0.8515960720615785,0.4944678109371786,"[(314, 261), (314, 810), (314, 301), (314, 941), (314, 752), (314, 628), (314, 125), (314, 95)]",3
315,-0.9746389590876421,-0.44793451179191535,0.43502091340802473,"[(315, 528), (315, 474), (315, 115), (315, 862)]",3
316,-0.46335204424428245,-0.17004970471500314,0.2834077245738295,"[(316, 34), (316, 106), (316, 102), (316, 398)]",3
317,0.04790387452611555,0.6782852512609767,0.2786741968385154,"[(317, 320), (317, 465), (317, 85), (317, 87)]",2
318,0.9370097444906007,0.8823328283632565,0.3989922106737244,"[(318, 520), (318, 11), (318, 171)]",1
319,-0.40059793355596574,-0.9286013903851729,0.4343426338208277,"[(319, 801), (319, 814), (319, 304), (319, 894), (319, 630), (319, 254), (319, 703)]",2
320,0.09183916435833273,0.5921762020958568,0.4296770237610448,"[(320, 66), (320, 105), (320, 907), (320, 109), (320, 241), (320, 83), (320, 85), (320, 793), (320, 860), (320, 317), (320, 789)]",2
321,0.5853902295528925,-0.03814559890250502,0.30988063667292065,"[(321, 966), (321, 743), (321, 652), (321, 775), (321, 396), (321, 849), (321, 935), (321, 59), (321, 284), (321, 734)]",3
322,-0.027234408202683635,-0.5794215477272586,0.48467881325061274,"[(322, 704), (322, 193), (322, 742), (322, 903), (322, 845), (322, 46), (322, 563), (322, 691), (322, 121), (322, 979)]",4
323,0.9135647681455263,0.7023840866449702,0.2881287923105262,"[(323, 676), (323, 12), (323, 94), (323, 22)]",1
324,0.9542421853677174,-0.5167295106855723,0.26562479618175466,"[(324, 587), (324, 10), (324, 27), (324, 759), (324, 631)]",4
325,-0.8433442166561278,-0.5850261377712169,0.42123086727646775,"[(325, 296), (325, 617), (325, 874), (325, 459), (325, 44), (325, 883), (325, 496), (325, 881), (325, 147), (325, 980), (325, 649), (325, 851), (325, 699), (325, 29)]",3
326,-0.33873619075385086,-0.3218743826771342,0.28995282486714624,"[(326, 960), (326, 861), (326, 748), (326, 717), (326, 111), (326, 16), (326, 60), (326, 605)]",2
327,-0.49227215004867086,0.4704749179651788,0.46352969440385783,"[(327, 696), (327, 673), (327, 722), (327, 978), (327, 911)]",3
328,0.06455605849191848,0.9762140571726148,0.3123334325236816,"[(328, 163), (328, 933), (328, 70), (328, 812), (328, 653), (328, 240), (328, 665)]",1
329,-0.5996694245179996,0.08213181709469919,0.34890979123909416,"[(329, 224), (329, 101), (329, 199), (329, 808), (329, 983), (329, 846), (329, 116), (329, 438), (329, 311), (329, 444), (329, 573), (329, 223)]",3
330,-0.36023350142301114,-0.7191889826785642,0.36975767559644124,"[(330, 513), (330, 354), (330, 515), (330, 252), (330, 687), (330, 565), (330, 918), (330, 855), (330, 476)]",4
331,0.4692717269324922,0.2345355104612894,0.27911996473969913,"[(331, 643), (331, 659), (331, 689), (331, 114), (331, 531), (331, 564), (331, 502), (331, 507)]",1
332,-0.11800272688140323,0.2645438097673114,0.31224400900248317,"[(332, 581), (332, 678), (332, 877), (332, 872), (332, 842), (332, 173), (332, 237), (332, 721)]",1
333,0.8474580712075368,0.9892400928433724,0.3544924504780813,"[(333, 520), (333, 129), (333, 171)]",1
334,0.07537608506979199,-0.6377170140148711,0.4614740155076647,"[(334, 480), (334, 704), (334, 484), (334, 367), (334, 272), (334, 979), (334, 244), (334, 119), (334, 148), (334, 463), (334, 61), (334, 447)]",2
335,0.4010909636545983,-0.681666866188098,0.38613272636751916,"[(335, 261), (335, 584), (335, 301), (335, 973), (335, 664), (335, 153), (335, 762), (335, 124)]",3
336,0.9271994541009736,0.4581309995723508,0.38502735101440067,"[(336, 45), (336, 110), (336, 912), (336, 857), (336, 185), (336, 730), (336, 828)]",3
337,-0.695239937959846,-0.30654290138812,0.4047409520564179,"[(337, 453), (337, 719), (337, 753), (337, 884), (337, 410), (337, 253), (337, 542), (337, 959)]",2
338,-0.7820810646573908,0.6875012527678102,0.41141921636409395,"[(338, 359), (338, 873), (338, 682), (338, 78), (338, 178), (338, 408), (338, 892)]",4
339,-0.9053488700838286,0.12608965994747878,0.36703523163941565,"[(339, 293), (339, 841), (339, 718), (339, 944), (339, 369), (339, 499), (339, 277), (339, 343)]",4
340,-0.40868268938212493,0.728314496098535,0.47944780680589655,"[(340, 488), (340, 234), (340, 954), (340, 394), (340, 791)]",3
341,0.7903515541854242,0.4349819884870354,0.25913479447393584,"[(341, 706), (341, 104), (341, 45), (341, 942), (341, 146), (341, 566), (341, 151), (341, 505)]",3
342,-0.047550000766667155,0.8348123135901269,0.49701134642177947,"[(342, 64), (342, 128), (342, 616), (342, 623), (342, 313), (342, 443), (342, 751), (342, 93), (342, 543)]",1
343,-0.9094792713049007,0.08130002818579474,0.46946918075359095,"[(343, 841), (343, 718), (343, 499), (343, 369), (343, 339), (343, 277), (343, 508)]",4
